,0
2438,Gm12_7957195
2439,Gm12_7958668
2440,Gm12_7962487
2441,Gm12_7965887
2442,Gm12_7967782
2443,Gm12_7969175
2444,Gm12_7971128
2445,Gm12_7972641
2446,Gm12_7973893
2447,Gm12_7975529
2448,Gm12_7980072
2449,Gm12_7981419
2450,Gm12_7983077
2451,Gm12_7984721
2452,Gm12_8001256
2453,Gm12_8007744
2454,Gm12_8009600
2455,Gm12_8011912
2456,Gm12_8013783
2457,Gm12_8022506
2458,Gm12_8063222
2459,Gm12_8067143
2460,Gm12_8075702
2461,Gm12_8076657
2462,Gm12_8374707
2463,Gm12_8394721
2464,Gm12_8396285
2465,Gm12_8398539
2466,Gm12_8402654
2467,Gm12_8404676
2468,Gm12_8405624
2469,Gm12_8406476
2470,Gm12_8407837
2471,Gm12_8418092
2472,Gm12_8419864
2473,Gm12_8421276
2474,Gm12_8422859
2475,Gm12_8434300
2476,Gm12_8435673
2477,Gm12_8440509
2478,Gm12_8443385
2479,Gm12_15420968
2480,Gm12_17864392
2481,Gm12_33655854
2482,Gm12_33659065
2483,Gm12_33669338
2484,Gm12_33673883
2485,Gm12_33733118
2486,Gm12_34176131
2487,Gm12_34196009
2488,Gm12_34198468
2489,Gm12_34199571
2490,Gm12_34200856
2491,Gm12_34204395
2492,Gm12_34205710
2493,Gm12_34208080
2494,Gm12_34209046
2495,Gm12_34210287
2496,Gm12_34212657
2497,Gm12_34217043
2498,Gm12_34372488
2499,Gm12_34373318
2500,Gm12_34375177
2501,Gm12_34376573
2502,Gm12_34378189
2503,Gm12_34380517
2504,Gm12_34400615
2505,Gm12_34403378
2506,Gm12_34404269
2507,Gm12_34405144
2508,Gm12_34406458
2509,Gm12_34408585
2510,Gm12_34411755
2511,Gm12_34413980
2512,Gm12_34416375
2513,Gm12_34420094
2514,Gm12_34422917
2515,Gm12_34423765
2516,Gm12_34425623
2517,Gm12_34427220
2518,Gm12_34430423
2519,Gm12_34433018
2520,Gm12_34436538
2521,Gm12_34440829
2522,Gm12_34443637
2523,Gm12_34449976
2524,Gm12_34452444
2525,Gm12_34461159
2526,Gm12_34462052
2527,Gm12_35677656
2528,Gm13_184343
2529,Gm13_1024890
2530,Gm13_1187710
2531,Gm13_1419238
2532,Gm13_1543578
2533,Gm13_1679911
2534,Gm13_2550479
2535,Gm13_3640409
2536,Gm13_4585103
2537,Gm13_4759423
2538,Gm13_4962474
2539,Gm13_5027174
2540,Gm13_5050252
2541,Gm13_5106324
2542,Gm13_5223241
2543,Gm13_5245532
2544,Gm13_5269644
2545,Gm13_5341296
2546,Gm13_5413775
2547,Gm13_5435217
2548,Gm13_5453948
2549,Gm13_5517116
2550,Gm13_5793851
2551,Gm13_10353021
2552,Gm13_14346156
2553,Gm13_20431930
2554,Gm13_21345366
2555,Gm13_23744600
2556,Gm13_23782754
2557,Gm13_25768030
2558,Gm13_26190744
2559,Gm13_26443517
2560,Gm13_26455108
2561,Gm13_26530987
2562,Gm13_26541690
2563,Gm13_26605605
2564,Gm13_26624472
2565,Gm13_26664285
2566,Gm13_26705499
2567,Gm13_26767547
2568,Gm13_26785448
2569,Gm13_26797140
2570,Gm13_26826541
2571,Gm13_26844683
2572,Gm13_26857287
2573,Gm13_26876934
2574,Gm13_26893115
2575,Gm13_26926953
2576,Gm13_26988072
2577,Gm13_27002914
2578,Gm13_27015577
2579,Gm13_27092408
2580,Gm13_27113332
2581,Gm13_27137581
2582,Gm13_27180615
2583,Gm13_27194558
2584,Gm13_27213666
2585,Gm13_27227996
2586,Gm13_27241258
2587,Gm13_27257558
2588,Gm13_27305613
2589,Gm13_27351617
2590,Gm13_27466984
2591,Gm13_27533575
2592,Gm13_27805165
2593,Gm13_27814464
2594,Gm13_27857267
2595,Gm13_27871456
2596,Gm13_27910476
2597,Gm13_27929367
2598,Gm13_27941011
2599,Gm13_27953430
2600,Gm13_27978680
2601,Gm13_28052231
2602,Gm13_28080392
2603,Gm13_28093796
2604,Gm13_28113783
2605,Gm13_28123984
2606,Gm13_28158336
2607,Gm13_28174667
2608,Gm13_28212034
2609,Gm13_28224061
2610,Gm13_28240215
2611,Gm13_28252435
2612,Gm13_28269515
2613,Gm13_28290769
2614,Gm13_28333782
2615,Gm13_28353896
2616,Gm13_28384369
2617,Gm13_28395200
2618,Gm13_28420753
2619,Gm13_28430010
2620,Gm13_28453061
2621,Gm13_28504801
2622,Gm13_28528867
2623,Gm13_28561728
2624,Gm13_28586375
2625,Gm13_28632634
2626,Gm13_28703753
2627,Gm13_28724453
2628,Gm13_28735731
2629,Gm13_28757141
2630,Gm13_28774085
2631,Gm13_28827024
2632,Gm13_28850263
2633,Gm13_28867534
2634,Gm13_28880813
2635,Gm13_28899517
2636,Gm13_28913825
2637,Gm13_28925353
2638,Gm13_28954598
2639,Gm13_28968429
2640,Gm13_29031681
2641,Gm13_29043806
2642,Gm13_29056613
2643,Gm13_29098842
2644,Gm13_29135648
2645,Gm13_29183993
2646,Gm13_29236889
2647,Gm13_29274269
2648,Gm13_29301499
2649,Gm13_29318366
2650,Gm13_29335900
2651,Gm13_29355864
2652,Gm13_29400286
2653,Gm13_29440385
2654,Gm13_29500505
2655,Gm13_29512189
2656,Gm13_29605334
2657,Gm13_29687731
2658,Gm13_29723585
2659,Gm13_29736067
2660,Gm13_29800405
2661,Gm13_29857060
2662,Gm13_30143565
2663,Gm13_30210986
2664,Gm13_30421239
2665,Gm13_30448490
2666,Gm13_30479952
2667,Gm13_30501679
2668,Gm13_30514971
2669,Gm13_30579919
2670,Gm13_30632871
2671,Gm13_30673612
2672,Gm13_30683691
2673,Gm13_30730760
2674,Gm13_34762391
2675,Gm13_34778586
2676,Gm13_34820087
2677,Gm13_34829318
2678,Gm13_34865363
2679,Gm13_34966491
2680,Gm13_35008685
2681,Gm13_35069239
2682,Gm13_35082516
2683,Gm13_35152227
2684,Gm13_35162433
2685,Gm13_35178874
2686,Gm13_35370448
2687,Gm13_35827664
2688,Gm13_35891005
2689,Gm13_36097667
2690,Gm13_36148238
2691,Gm13_37204131
2692,Gm13_37765877
2693,Gm13_38179911
2694,Gm13_38408846
2695,Gm13_38463288
2696,Gm13_38491206
2697,Gm13_38523709
2698,Gm13_38553970
2699,Gm13_38564947
2700,Gm13_38728825
2701,Gm13_38905960
2702,Gm13_38924446
2703,Gm13_38935440
2704,Gm13_38945977
2705,Gm13_39015377
2706,Gm13_39054715
2707,Gm13_39390760
2708,Gm13_39560450
2709,Gm13_39576866
2710,Gm13_39591740
2711,Gm13_39615105
2712,Gm13_39657146
2713,Gm13_39678301
2714,Gm13_39701299
2715,Gm13_39710591
2716,Gm13_39756194
2717,Gm13_39774259
2718,Gm13_39856649
2719,Gm13_39869888
2720,Gm13_39931062
2721,Gm13_39985975
2722,Gm13_40000321
2723,Gm13_40014047
2724,Gm13_40031099
2725,Gm13_40042063
2726,Gm13_40084528
2727,Gm13_40099713
2728,Gm13_40110499
2729,Gm13_40441579
2730,Gm13_40507769
2731,Gm13_40525634
2732,Gm13_40541178
2733,Gm13_40555081
2734,Gm13_40570008
2735,Gm13_40581658
2736,Gm13_40593971
2737,Gm13_40607984
2738,Gm13_40626496
2739,Gm13_40638420
2740,Gm13_40651827
2741,Gm13_40663471
2742,Gm13_40677383
2743,Gm13_40954428
2744,Gm13_40981106
2745,Gm13_41275929
2746,Gm13_41389964
2747,Gm13_41480195
2748,Gm13_41763526
2749,Gm13_41798725
2750,Gm13_41827995
2751,Gm13_41837708
2752,Gm13_41857266
2753,Gm13_41872063
2754,Gm13_41921357
2755,Gm13_42006427
2756,Gm13_42022748
2757,Gm13_42035020
2758,Gm13_42056825
2759,Gm13_42067890
2760,Gm13_42151377
2761,Gm13_42192349
2762,Gm13_42206663
2763,Gm13_42217451
2764,Gm13_42229219
2765,Gm13_42239493
2766,Gm13_42251280
2767,Gm13_42263255
2768,Gm14_255574
2769,Gm14_259435
2770,Gm14_268203
2771,Gm14_273450
2772,Gm14_282529
2773,Gm14_398773
2774,Gm14_743883
2775,Gm14_917668
2776,Gm14_957494
2777,Gm14_1165815
2778,Gm14_1176970
2779,Gm14_1242271
2780,Gm14_1626630
2781,Gm14_1698694
2782,Gm14_1704204
2783,Gm14_1706705
2784,Gm14_1708836
2785,Gm14_1711379
2786,Gm14_1713323
2787,Gm14_1718565
2788,Gm14_1722192
2789,Gm14_1724087
2790,Gm14_1729361
2791,Gm14_1736832
2792,Gm14_1743425
2793,Gm14_1748042
2794,Gm14_1751350
2795,Gm14_1753922
2796,Gm14_1756046
2797,Gm14_1757864
2798,Gm14_1762867
2799,Gm14_1765933
2800,Gm14_1779568
2801,Gm14_1785276
2802,Gm14_1787773
2803,Gm14_1797155
2804,Gm14_1799390
2805,Gm14_1801585
2806,Gm14_1821662
2807,Gm14_1824966
2808,Gm14_1829983
2809,Gm14_1834023
2810,Gm14_1839576
2811,Gm14_1846850
2812,Gm14_1850066
2813,Gm14_1857225
2814,Gm14_1859255
2815,Gm14_1863371
2816,Gm14_1869210
2817,Gm14_1875470
2818,Gm14_1877385
2819,Gm14_1887108
2820,Gm14_1889158
2821,Gm14_1893659
2822,Gm14_1896023
2823,Gm14_1902740
2824,Gm14_1904895
2825,Gm14_1907773
2826,Gm14_1910547
2827,Gm14_1916729
2828,Gm14_1919550
2829,Gm14_1922077
2830,Gm14_1923935
2831,Gm14_1928898
2832,Gm14_1935323
2833,Gm14_1937170
2834,Gm14_1939749
2835,Gm14_1941517
2836,Gm14_1946125
2837,Gm14_1950969
2838,Gm14_1954598
2839,Gm14_1956997
2840,Gm14_1958749
2841,Gm14_1966880
2842,Gm14_1970616
2843,Gm14_1980728
2844,Gm14_1983593
2845,Gm14_1988001
2846,Gm14_1990397
2847,Gm14_1995593
2848,Gm14_1999220
2849,Gm14_2006929
2850,Gm14_2015853
2851,Gm14_2019929
2852,Gm14_2322106
2853,Gm14_3132192
2854,Gm14_3136999
2855,Gm14_3433361
2856,Gm14_3513804
2857,Gm14_3554279
2858,Gm14_3564697
2859,Gm14_3776061
2860,Gm14_3916037
2861,Gm14_4507624
2862,Gm14_4514504
2863,Gm14_4545007
2864,Gm14_4561500
2865,Gm14_4567997
2866,Gm14_4570797
2867,Gm14_4573879
2868,Gm14_4577956
2869,Gm14_4580676
2870,Gm14_4591141
2871,Gm14_4608403
2872,Gm14_4619258
2873,Gm14_4641567
2874,Gm14_4656044
2875,Gm14_4658078
2876,Gm14_4662670
2877,Gm14_4717417
2878,Gm14_4722216
2879,Gm14_4733176
2880,Gm14_4736491
2881,Gm14_4740832
2882,Gm14_4742609
2883,Gm14_4748617
2884,Gm14_4753862
2885,Gm14_4757736
2886,Gm14_4760660
2887,Gm14_4767681
2888,Gm14_4784896
2889,Gm14_4797677
2890,Gm14_4810766
2891,Gm14_4814192
2892,Gm14_4842927
2893,Gm14_4846313
2894,Gm14_4872803
2895,Gm14_4875236
2896,Gm14_4878547
2897,Gm14_4880317
2898,Gm14_4887898
2899,Gm14_4890046
2900,Gm14_4899980
2901,Gm14_4905839
2902,Gm14_4911777
2903,Gm14_4999684
2904,Gm14_5020133
2905,Gm14_5022067
2906,Gm14_5025197
2907,Gm14_5045278
2908,Gm14_5047404
2909,Gm14_5053917
2910,Gm14_5056148
2911,Gm14_5059739
2912,Gm14_5065582
2913,Gm14_5073776
2914,Gm14_5085796
2915,Gm14_7909640
2916,Gm14_8065786
2917,Gm14_8175721
2918,Gm14_10015530
2919,Gm14_10068908
2920,Gm14_10676731
2921,Gm14_19191613
2922,Gm14_28858778
2923,Gm14_29670149
2924,Gm14_33551795
2925,Gm14_33947397
2926,Gm14_35353835
2927,Gm14_36271043
2928,Gm14_36427714
2929,Gm14_37947340
2930,Gm14_39365125
2931,Gm14_42049096
2932,Gm14_42704054
2933,Gm14_42787826
2934,Gm14_42958185
2935,Gm14_43043849
2936,Gm14_43094719
2937,Gm14_43135176
2938,Gm14_43152601
2939,Gm14_43190531
2940,Gm14_43248401
2941,Gm14_43273378
2942,Gm14_44558007
2943,Gm14_46331412
2944,Gm14_47332395
2945,Gm14_47334290
2946,Gm14_47336498
2947,Gm14_47345671
2948,Gm14_47348662
2949,Gm14_47351898
2950,Gm14_47354619
2951,Gm14_47356672
2952,Gm14_47361881
2953,Gm14_47383224
2954,Gm14_47387869
2955,Gm14_47392723
2956,Gm14_47400080
2957,Gm14_47404628
2958,Gm14_47416293
2959,Gm14_47419395
2960,Gm14_47431968
2961,Gm14_47443492
2962,Gm14_47445525
2963,Gm14_47483847
2964,Gm14_47493548
2965,Gm15_1496570
2966,Gm15_4170022
2967,Gm15_4195169
2968,Gm15_4202270
2969,Gm15_4347393
2970,Gm15_4411087
2971,Gm15_4419791
2972,Gm15_4465419
2973,Gm15_4612190
2974,Gm15_4641448
2975,Gm15_5213738
2976,Gm15_5428427
2977,Gm15_5446785
2978,Gm15_6045129
2979,Gm15_6708114
2980,Gm15_6766174
2981,Gm15_6773349
2982,Gm15_6881423
2983,Gm15_6891818
2984,Gm15_6933199
2985,Gm15_7059648
2986,Gm15_7116844
2987,Gm15_7224561
2988,Gm15_7485878
2989,Gm15_7529463
2990,Gm15_7648703
2991,Gm15_8355608
2992,Gm15_8364082
2993,Gm15_8476963
2994,Gm15_8785170
2995,Gm15_8926386
2996,Gm15_8950416
2997,Gm15_8958699
2998,Gm15_8969473
2999,Gm15_8988560
3000,Gm15_9034247
3001,Gm15_9418591
3002,Gm15_9443906
3003,Gm15_9481622
3004,Gm15_9492002
3005,Gm15_9505349
3006,Gm15_9521604
3007,Gm15_9530676
3008,Gm15_9693153
3009,Gm15_9701467
3010,Gm15_9720232
3011,Gm15_9732913
3012,Gm15_9776268
3013,Gm15_9790025
3014,Gm15_9803390
3015,Gm15_9812149
3016,Gm15_9818974
3017,Gm15_9854928
3018,Gm15_9892083
3019,Gm15_9906029
3020,Gm15_9923128
3021,Gm15_9933283
3022,Gm15_9945744
3023,Gm15_9962428
3024,Gm15_10031918
3025,Gm15_10256257
3026,Gm15_10270342
3027,Gm15_10277856
3028,Gm15_10290759
3029,Gm15_10303398
3030,Gm15_10318252
3031,Gm15_10443276
3032,Gm15_10699836
3033,Gm15_11244058
3034,Gm15_11266278
3035,Gm15_11280680
3036,Gm15_12246615
3037,Gm15_12263238
3038,Gm15_12274762
3039,Gm15_12298233
3040,Gm15_12310312
3041,Gm15_12327566
3042,Gm15_12356731
3043,Gm15_12365188
3044,Gm15_12373103
3045,Gm15_12380746
3046,Gm15_12389471
3047,Gm15_12397155
3048,Gm15_12406135
3049,Gm15_12414274
3050,Gm15_12422122
3051,Gm15_12455225
3052,Gm15_12471408
3053,Gm15_12490503
3054,Gm15_12503763
3055,Gm15_12529816
3056,Gm15_12540258
3057,Gm15_12550106
3058,Gm15_12737474
3059,Gm15_12750193
3060,Gm15_12770203
3061,Gm15_12783586
3062,Gm15_12791573
3063,Gm15_12799210
3064,Gm15_12810243
3065,Gm15_12913733
3066,Gm15_12940196
3067,Gm15_12947247
3068,Gm15_12975750
3069,Gm15_12998912
3070,Gm15_13009690
3071,Gm15_13084698
3072,Gm15_13107627
3073,Gm15_13133731
3074,Gm15_13145467
3075,Gm15_13157299
3076,Gm15_13183143
3077,Gm15_13195008
3078,Gm15_13233261
3079,Gm15_13288287
3080,Gm15_13299642
3081,Gm15_13308462
3082,Gm15_13330359
3083,Gm15_13344162
3084,Gm15_13367512
3085,Gm15_13377130
3086,Gm15_13393234
3087,Gm15_13400526
3088,Gm15_13408659
3089,Gm15_13427310
3090,Gm15_13439155
3091,Gm15_13614166
3092,Gm15_13681373
3093,Gm15_13803483
3094,Gm15_13845565
3095,Gm15_13971128
3096,Gm15_13983962
3097,Gm15_14004684
3098,Gm15_14020992
3099,Gm15_14723673
3100,Gm15_14731316
3101,Gm15_14751635
3102,Gm15_14762543
3103,Gm15_14792677
3104,Gm15_14817182
3105,Gm15_14843142
3106,Gm15_14858020
3107,Gm15_14886676
3108,Gm15_14901710
3109,Gm15_14972298
3110,Gm15_14994163
3111,Gm15_15025358
3112,Gm15_15051057
3113,Gm15_15077174
3114,Gm15_15094462
3115,Gm15_15104184
3116,Gm15_15119030
3117,Gm15_15128072
3118,Gm15_15152662
3119,Gm15_15177783
3120,Gm15_15220084
3121,Gm15_15259891
3122,Gm15_15277773
3123,Gm15_15296446
3124,Gm15_15310205
3125,Gm15_15357608
3126,Gm15_15373400
3127,Gm15_15547357
3128,Gm15_15664314
3129,Gm15_15865629
3130,Gm15_15873612
3131,Gm15_15902484
3132,Gm15_15948564
3133,Gm15_16104236
3134,Gm15_16596593
3135,Gm15_16791645
3136,Gm15_32915477
3137,Gm15_40030024
3138,Gm15_40823560
3139,Gm15_47882562
3140,Gm15_47896739
3141,Gm15_47914180
3142,Gm15_47923683
3143,Gm15_47939811
3144,Gm15_47957985
3145,Gm15_47968595
3146,Gm15_47978846
3147,Gm15_47992444
3148,Gm15_48022966
3149,Gm15_48033340
3150,Gm15_48084664
3151,Gm15_48111224
3152,Gm15_48117965
3153,Gm15_48582887
3154,Gm15_48703353
3155,Gm15_48710298
3156,Gm15_48737423
3157,Gm15_48746562
3158,Gm15_48775876
3159,Gm15_48809278
3160,Gm15_48840735
3161,Gm15_48865234
3162,Gm15_49419536
3163,Gm15_49626128
3164,Gm16_48508
3165,Gm16_87583
3166,Gm16_110176
3167,Gm16_118338
3168,Gm16_126076
3169,Gm16_146849
3170,Gm16_160605
3171,Gm16_179796
3172,Gm16_234482
3173,Gm16_349883
3174,Gm16_357957
3175,Gm16_376380
3176,Gm16_383389
3177,Gm16_411442
3178,Gm16_420844
3179,Gm16_426565
3180,Gm16_436445
3181,Gm16_442717
3182,Gm16_476783
3183,Gm16_659417
3184,Gm16_666228
3185,Gm16_687243
3186,Gm16_694071
3187,Gm16_700978
3188,Gm16_756426
3189,Gm16_764008
3190,Gm16_901279
3191,Gm16_972414
3192,Gm16_985860
3193,Gm16_1034895
3194,Gm16_1358956
3195,Gm16_1593257
3196,Gm16_1837077
3197,Gm16_1844457
3198,Gm16_3066722
3199,Gm16_3078862
3200,Gm16_3096504
3201,Gm16_3102364
3202,Gm16_3123889
3203,Gm16_3132012
3204,Gm16_3154924
3205,Gm16_3162531
3206,Gm16_3173035
3207,Gm16_3182559
3208,Gm16_3188654
3209,Gm16_3200614
3210,Gm16_3208653
3211,Gm16_3227333
3212,Gm16_3234333
3213,Gm16_3241964
3214,Gm16_3257158
3215,Gm16_3278249
3216,Gm16_3285609
3217,Gm16_3294158
3218,Gm16_3302854
3219,Gm16_3308248
3220,Gm16_3315591
3221,Gm16_3333275
3222,Gm16_3339047
3223,Gm16_3362237
3224,Gm16_3531027
3225,Gm16_3541171
3226,Gm16_3549664
3227,Gm16_3556366
3228,Gm16_3731461
3229,Gm16_3741821
3230,Gm16_3762577
3231,Gm16_3799433
3232,Gm16_3862513
3233,Gm16_3957626
3234,Gm16_4115527
3235,Gm16_4785811
3236,Gm16_5392141
3237,Gm16_5431099
3238,Gm16_5462298
3239,Gm16_5479629
3240,Gm16_5487694
3241,Gm16_5505396
3242,Gm16_5531046
3243,Gm16_5544110
3244,Gm16_5551035
3245,Gm16_5591250
3246,Gm16_6026877
3247,Gm16_6034967
3248,Gm16_6049267
3249,Gm16_6056724
3250,Gm16_6072771
3251,Gm16_6082225
3252,Gm16_6136072
3253,Gm16_6144958
3254,Gm16_6150493
3255,Gm16_6171954
3256,Gm16_6470003
3257,Gm16_6768194
3258,Gm16_6774694
3259,Gm16_6861289
3260,Gm16_7282605
3261,Gm16_7346476
3262,Gm16_7360888
3263,Gm16_7369602
3264,Gm16_7393991
3265,Gm16_7403573
3266,Gm16_7412745
3267,Gm16_7434465
3268,Gm16_7448674
3269,Gm16_7464801
3270,Gm16_7483228
3271,Gm16_7501498
3272,Gm16_7523325
3273,Gm16_7553975
3274,Gm16_7562721
3275,Gm16_7569316
3276,Gm16_7583078
3277,Gm16_7602034
3278,Gm16_7607618
3279,Gm16_7618646
3280,Gm16_7634447
3281,Gm16_7641450
3282,Gm16_7654046
3283,Gm16_7675988
3284,Gm16_7704183
3285,Gm16_18602792
3286,Gm16_27173199
3287,Gm16_27322120
3288,Gm16_27449236
3289,Gm16_27479443
3290,Gm16_27483444
3291,Gm16_27484010
3292,Gm16_27491073
3293,Gm16_27499704
3294,Gm16_27520653
3295,Gm16_27540630
3296,Gm16_27569331
3297,Gm16_27588037
3298,Gm16_27615757
3299,Gm16_27979857
3300,Gm16_27996248
3301,Gm16_28726638
3302,Gm16_28734598
3303,Gm16_28746839
3304,Gm16_28753309
3305,Gm16_28772738
3306,Gm16_28802651
3307,Gm16_28829561
3308,Gm16_28836358
3309,Gm16_28843380
3310,Gm16_28859644
3311,Gm16_28885266
3312,Gm16_28898814
3313,Gm16_28945755
3314,Gm16_28956622
3315,Gm16_30835093
3316,Gm16_30876174
3317,Gm16_31855283
3318,Gm16_31888443
3319,Gm16_32078536
3320,Gm16_32106556
3321,Gm16_32121614
3322,Gm16_32300476
3323,Gm16_32310883
3324,Gm16_32347434
3325,Gm16_32386502
3326,Gm16_32525020
3327,Gm16_32881488
3328,Gm16_32893704
3329,Gm16_35769560
3330,Gm16_36383355
3331,Gm16_36767218
3332,Gm16_36825577
3333,Gm16_37015485
3334,Gm17_273816
3335,Gm17_282859
3336,Gm17_314616
3337,Gm17_338073
3338,Gm17_357571
3339,Gm17_428738
3340,Gm17_535888
3341,Gm17_3624402
3342,Gm17_3639811
3343,Gm17_3645505
3344,Gm17_3656282
3345,Gm17_3661247
3346,Gm17_3682205
3347,Gm17_3688438
3348,Gm17_3698683
3349,Gm17_3705289
3350,Gm17_3716544
3351,Gm17_3804040
3352,Gm17_3813326
3353,Gm17_3881548
3354,Gm17_3888146
3355,Gm17_4396350
3356,Gm17_4452213
3357,Gm17_4471807
3358,Gm17_4880257
3359,Gm17_4936339
3360,Gm17_5048760
3361,Gm17_5062060
3362,Gm17_5137419
3363,Gm17_5154343
3364,Gm17_5170349
3365,Gm17_5182285
3366,Gm17_5187860
3367,Gm17_5198408
3368,Gm17_5211164
3369,Gm17_5215356
3370,Gm17_5219820
3371,Gm17_6781998
3372,Gm17_7369313
3373,Gm17_7768247
3374,Gm17_7785335
3375,Gm17_7789298
3376,Gm17_7792752
3377,Gm17_7879037
3378,Gm17_7886668
3379,Gm17_7891104
3380,Gm17_8023911
3381,Gm17_8042546
3382,Gm17_8047235
3383,Gm17_8054983
3384,Gm17_8086379
3385,Gm17_8145895
3386,Gm17_8170028
3387,Gm17_8178211
3388,Gm17_8187342
3389,Gm17_10458588
3390,Gm17_10666981
3391,Gm17_10766308
3392,Gm17_10800011
3393,Gm17_12965625
3394,Gm17_13065068
3395,Gm17_13086760
3396,Gm17_13280879
3397,Gm17_16755278
3398,Gm17_18902038
3399,Gm17_19542230
3400,Gm17_24277473
3401,Gm17_26934954
3402,Gm17_31000954
3403,Gm17_31590733
3404,Gm17_35442172
3405,Gm17_36445667
3406,Gm17_36536769
3407,Gm17_36688502
3408,Gm17_36776941
3409,Gm17_36900863
3410,Gm17_37352564
3411,Gm17_37404357
3412,Gm17_37901800
3413,Gm17_37970428
3414,Gm17_38043677
3415,Gm17_38048017
3416,Gm17_38063296
3417,Gm17_38091606
3418,Gm17_39240426
3419,Gm17_39246066
3420,Gm17_39307902
3421,Gm17_39316627
3422,Gm17_39337078
3423,Gm17_39340368
3424,Gm17_39384704
3425,Gm17_39401319
3426,Gm17_39409407
3427,Gm17_39423379
3428,Gm17_39432388
3429,Gm17_39473114
3430,Gm17_39476958
3431,Gm17_39495826
3432,Gm17_39499427
3433,Gm17_39504554
3434,Gm17_39515254
3435,Gm17_39519381
3436,Gm17_39524543
3437,Gm17_39532705
3438,Gm17_39537760
3439,Gm17_39550773
3440,Gm17_39556210
3441,Gm17_39587675
3442,Gm17_39603489
3443,Gm17_39622953
3444,Gm17_39632091
3445,Gm17_40109644
3446,Gm17_40118998
3447,Gm17_40126945
3448,Gm17_40131303
3449,Gm17_40143608
3450,Gm17_40155834
3451,Gm17_40159184
3452,Gm17_40162798
3453,Gm17_40169754
3454,Gm17_40176785
3455,Gm17_40183523
3456,Gm17_40189736
3457,Gm17_40195649
3458,Gm17_40204886
3459,Gm17_40211050
3460,Gm17_40222018
3461,Gm17_40225592
3462,Gm17_40233301
3463,Gm17_40237304
3464,Gm17_40250349
3465,Gm17_40258515
3466,Gm17_40262769
3467,Gm17_40278766
3468,Gm17_40284374
3469,Gm17_40291861
3470,Gm17_40295349
3471,Gm17_40302510
3472,Gm17_40311046
3473,Gm17_40314679
3474,Gm17_40319837
3475,Gm17_40332253
3476,Gm17_40337568
3477,Gm17_40352510
3478,Gm17_40366540
3479,Gm17_40373819
3480,Gm17_40377569
3481,Gm17_40381572
3482,Gm17_40392317
3483,Gm17_40403723
3484,Gm17_40410212
3485,Gm17_40421095
3486,Gm17_40427598
3487,Gm17_40438584
3488,Gm17_40445865
3489,Gm17_40452379
3490,Gm17_40460863
3491,Gm17_40465265
3492,Gm17_40473781
3493,Gm17_40477924
3494,Gm17_40482109
3495,Gm17_40493618
3496,Gm17_40497699
3497,Gm17_40501142
3498,Gm17_40508881
3499,Gm17_40515922
3500,Gm17_40528716
3501,Gm17_40537210
3502,Gm17_40542026
3503,Gm17_40546601
3504,Gm17_40553252
3505,Gm17_40558348
3506,Gm17_40570035
3507,Gm17_40586553
3508,Gm17_40591257
3509,Gm17_40594927
3510,Gm17_40602280
3511,Gm17_40608404
3512,Gm17_40614437
3513,Gm17_40620567
3514,Gm17_40625973
3515,Gm17_40659683
3516,Gm17_40671476
3517,Gm17_40677090
3518,Gm17_40690771
3519,Gm17_40711570
3520,Gm17_40716931
3521,Gm17_40724505
3522,Gm17_41135096
3523,Gm17_41142885
3524,Gm18_1685024
3525,Gm18_2102506
3526,Gm18_2357823
3527,Gm18_2396395
3528,Gm18_2444660
3529,Gm18_2461084
3530,Gm18_2908988
3531,Gm18_5963332
3532,Gm18_6684198
3533,Gm18_6878578
3534,Gm18_7064013
3535,Gm18_7259639
3536,Gm18_7306653
3537,Gm18_7340942
3538,Gm18_7356464
3539,Gm18_7566304
3540,Gm18_7594966
3541,Gm18_7645112
3542,Gm18_7665737
3543,Gm18_7686048
3544,Gm18_7839008
3545,Gm18_7881984
3546,Gm18_8362667
3547,Gm18_8451185
3548,Gm18_8481421
3549,Gm18_8830786
3550,Gm18_8844681
3551,Gm18_8876430
3552,Gm18_8893560
3553,Gm18_8962538
3554,Gm18_8975712
3555,Gm18_9001943
3556,Gm18_9049761
3557,Gm18_9111426
3558,Gm18_9143774
3559,Gm18_9892865
3560,Gm18_9903879
3561,Gm18_9935689
3562,Gm18_10013065
3563,Gm18_11777963
3564,Gm18_12012313
3565,Gm18_12032293
3566,Gm18_12136911
3567,Gm18_12466607
3568,Gm18_12514133
3569,Gm18_12880857
3570,Gm18_12926582
3571,Gm18_12957419
3572,Gm18_12994602
3573,Gm18_13086456
3574,Gm18_13110496
3575,Gm18_13148263
3576,Gm18_13176712
3577,Gm18_13201759
3578,Gm18_13407766
3579,Gm18_13686397
3580,Gm18_14292224
3581,Gm18_14497232
3582,Gm18_14512593
3583,Gm18_14552650
3584,Gm18_14618127
3585,Gm18_14648607
3586,Gm18_14676660
3587,Gm18_14702679
3588,Gm18_14717308
3589,Gm18_14732805
3590,Gm18_14768445
3591,Gm18_14780245
3592,Gm18_14796697
3593,Gm18_14831226
3594,Gm18_14851027
3595,Gm18_14867572
3596,Gm18_14880176
3597,Gm18_14920473
3598,Gm18_14952633
3599,Gm18_14969632
3600,Gm18_14983458
3601,Gm18_14995736
3602,Gm18_15007117
3603,Gm18_15062787
3604,Gm18_15082444
3605,Gm18_15097444
3606,Gm18_15115436
3607,Gm18_15157311
